ID,Definition,Lemmas,Part Of Speech,Relations,Accept,Reject,Update Definition,Notes
pl-461884,##D: (mining) a machine for undercutting a coal seam.,coal cutter,n,hyponym=wn31-03705309-n,TRUE,FALSE,,
pl-450684,"##D: a considerably big knife used for chopping or mincing meat, vegetables, etc. ",chopping knife;chopper knife,n,hypernym=wn31-03045617-n;hyponym=wn31-03628765-n,TRUE,FALSE,,
pl-426917,##D: The quality of not being or involving an invasive medical procedure. [##P: The noninvasiveness of the procedure was considered by acceptors to be more important than its relatively low effectiveness.],noninvasiveness,n,hyponym=wn31-04738737-n,TRUE,FALSE,,
pl-464138,"##D: an adverbial that describes when the action of a verb is carried out. [##P: An adverb phrase that answers the question ""when?"" is called a temporal adverbial.]",temporal adverbial,n,hyponym=wn31-06335348-n,TRUE,FALSE,,
pl-462192,##D: any solution with a higher salt concentration than normal body cells so that the water is drawn out of the cells by osmosis. [##P: A hypertonic solution has higher osmotic pressure than another solution.],hypertonic solution,n,hyponym=wn31-14613403-n,TRUE,FALSE,,
pl-450758,##D: A cock ring made of leather and animal hair.,Goat Eye,n,hyponym=pl-450755,TRUE,FALSE,,not significant
pl-422219,"##D: The quality of having lost some of a former colour or intensity. [##P: In my youth, I was obsessed with the fadedness of my jeans, which took some doing because I only ever wore original shrink-to-fit Levi's 501s.]",fadedness,n,hyponym=wn31-04965811-n,TRUE,FALSE,,
pl-415003,##D: sugar made from raw sugar that has undergone a refining process to remove the molasses. [##W: Refined sugar is widely used for industrial needs for higher quality.],refined sugar,n,hyponym=wn31-07875260-n,FALSE,TRUE,"Update ewn-07875260-n:a white crystalline carbohydrate made from raw sugar that has undergone a refining process to remove the molasses, used as a sweetener and preservative",
pl-451031,##D: A type of ski with a specialised ski binding that allows the skier to have the heel of the ski boot free and toe of the ski boot in the binding when using Nordic skiing techniques for ski touring and to have both the heel and the toe of the ski boot in the binding when using alpine skiing techniques to descend the mountain.,touring ski,n,hyponym=wn31-04235116-n,TRUE,FALSE,,
pl-445967,"##D: A systematic collection and evaluation of past and present economical, political, social, and technological data, aimed at (1) identification of internal and external forces that may influence the organization's performance and choice of strategies, and (2) assessment of the organization's current and future strengths, weaknesses, opportunities, and strengths. [##P: The situation analysis looks at both the macro-environmental factors that affect many firms within the environment and the micro-environmental factors that specifically affect the firm.]",situation analysis,n,hyponym=wn31-00635519-n,TRUE,FALSE,,
pl-424007,"##D: (phonetics) The quality of being produced by air flowing through a constriction in the oral cavity and typically producing a sibilant, hissing, or buzzing quality, as the English /f/ and /s/. [##P: For the former, the fricativeness of the breath is audible from the throat, through the oral configuration; for the latter, the breath-friction is audible only from the lip.]",fricativeness,n,hyponym=pl-424010,TRUE,FALSE,,
pl-438312,"##D: An early 20th-century Russian school of poetry that rejected the vagueness and emotionality of Symbolism in favor of Imagist clarity and texture. [##P: Amongst the major acmeist poets, each interpreted acmeism in a different stylistic light, from Akhmatova's intimate poems on topics of love and relationships to Gumilev's narrative verse.]",acmeism,n,hyponym=wn31-08483654-n,TRUE,FALSE,,
pl-443579,##D: when an individual believes that the cause of negative events is consistent across different contexts. [##P: He could either make the global attribution that he is always hopeless at anything practical or the specific one that he only has trouble with flat-pack assembly.],global attribution,n,hyponym=wn31-05742504-n,TRUE,FALSE,,
pl-459447,"##D: brick made with sand and slaked lime rather than with clay; usually a light gray or off-white color. [##P: The finished calcium-silicate bricks are very accurate and uniform, although the sharp arrises need careful handling to avoid damage to brick and bricklayer.]",flintlime brick;sand-lime brick;sandlime brick;calcium-silicate brick,n,hyponym=wn31-02901103-n,TRUE,FALSE,,
pl-443349,"##D: the standard deviation of points formed around a linear function, and an estimate of the accuracy of the dependent variable being measured. [##P: Therefore, a residual standard deviation of 0.345 means that about 95% of prediction errors will be less than 2(0.345) 0.690.]",residual standard deviation,n,hyponym=wn31-06034580-n,TRUE,FALSE,,
pl-445962,"##D: a catchall term given to the systematic process by which environmental factors in a business are identified, their impact is assessed and a strategy is developed to mitigate and/or take advantage of them. [##P:  There are also many other business environment reforms that have taken place over the past two years, having their genesis in the IDB's business environment analysis of nearly a decade ago, but these will require another article to document.]",business environment analysis;business environmental analysis;environmental business analysis,n,hyponym=wn31-00635519-n,TRUE,FALSE,,
pl-440559,"##D: a field of theoretically, politically, and empirically engaged cultural analysis that was initially developed by British academics in the late 1950s, '60s and '70s, and has been subsequently taken up and transformed by scholars from many different disciplines around the world. [##P: In fact, in England as well as elsewhere, cultural studies has drawn upon, and embodied, an enormously wide range of theoretical positions, from humanism to poststructuralism, from Marx to Foucault, from pragmatism to psychoanalysis.]",cultural studies,n,hyponym=wn31-06163352-n,TRUE,FALSE,,
pl-438175,"##D: opposition to democracy, typically, though not always, associated with anti-egalitarianism. [##P: The anti-democracy of right-wing extremism includes an aversion to the democratic rules of the game.]",anti-democracy,n,hyponym=wn31-06222574-n,TRUE,FALSE,,
pl-438771,"##D: A branch of economics which focuses on the conditions that exist in and choices constrained by the legal framework of a political constitution. [##P: Similarly, constitutional economics suggests that in matters of constitutional choice it is essential that participants can choose for themselves through the unanimity rule whether the rules are in their own interest.]",constitutional economics,n,hyponym=wn31-06158935-n,TRUE,FALSE,,
pl-435345,"##D: (mountaineering) a tool for extracting a nut, chock, etc, from a crack after use.",nut tool;nut key,n,hyponym=wn31-04459089-n;hyponym=pl-435347,TRUE,FALSE,,
pl-460014,##D: a machine that cuts raw dough into small portions and rolls each to obtain balls of the same weight and shape.,bun rounder;bun divider,n,hyponym=wn31-03705309-n,TRUE,FALSE,,
pl-464882,##D: a triangular cabinet designed to fit in a corner.,corner cabinet,n,hyponym=wn31-02936496-n,TRUE,FALSE,,
pl-427521,"##D: a political system in which Cabinet collectively decides the government's direction, especially in regard to legislation passed by the parliament.",parliamentary-cabinet system,n,hyponym=wn31-08384807-n,TRUE,FALSE,,
pl-463148,"##D: the words (as sincerely yours) that conventionally come immediately before the signature of a letter and express the sender's regard for the receiver. [##P: Although a complimentary close is not required, it is almost standard in professional emails. ]",complementary close,n,hyponym=wn31-06641899-n,TRUE,FALSE,,
pl-417675,"##D: The productiveness of a hen or other egg-laying animal. [##P: Breeders of layers focus on increasing egg yield, weight of eggs, and increasing internal quality such as decreasing the cholesterol content of their production to enhance economic performance.]",egg yield,n,hyponym=wn31-05155187-n,TRUE,FALSE,,
pl-467567,##D: a unit of energy equal to the work done by an electron accelerated through a potential difference of one million electron volts.,megaelectron volt;MeV,n,hyponym=wn31-13630750-n,TRUE,FALSE,,
pl-450647,"##D: A thin curtain that allows light into a room but prevents people outside from seeing inside. [##P: My grandma gave me these lovely net curtains, but I'm afraid my room is too modern for them.]",net curtain;lace curtain,n,hyponym=wn31-03155743-n;hypernym=pl-450650,TRUE,FALSE,,
pl-421922,"##D: The state or condition of having a flavour or essence of mint. [##P: Paul had come up behind me, and he leaned over to fiddle with the lens, and I could feel him then, his warmth, and I could smell the mintiness of his breath.]",mintiness,n,hyponym=wn31-04987257-n;hyponym=wn31-04999341-n,TRUE,FALSE,,
pl-461541,"##D: in cartooning, a rounded outline containing words. [##P: Speech bubbles are used not only to include a character's words, but also emotions, voice inflections and unspecified language.]",speech balloon;speech bubble,n,hyponym=wn31-06399623-n,TRUE,FALSE,,
pl-450957,"##D: A stick or pencil made of charcoal, wax, clay, or chalk mixed with coloured pigment; used for drawing or coloring. ",crayon,n,hyponym=wn31-04615925-n;hypernym=wn31-03132899-n;hypernym=pl-450958,FALSE,TRUE,,Change hypernym
pl-440700,"##D: device or marking such as postage stamp, printed or stamped impressions, codings, labels, manuscript writings, or any other authorized form of markings affixed or applied to mails to qualify them to be postally serviced. [##W: Prior to the establishment of the UPU in 1874, international mails sometimes bore mixed franking before the world's postal services universally agreed to deliver international mails bearing only the franking of the country of origin.] {##L: http://en.wikipedia.org/wiki/Franking}",franking;frank,n,hypernym=pl-440705;hyponym=wn31-07284884-n;hypernym=pl-440702,TRUE,FALSE,,
pl-464376,"##D: a word expressing a number. [##P: Numerals may be attributive, as in two dogs, or pronominal, as in I saw two (of them).]",numeral,n,hyponym=wn31-06300030-n;hypernym=pl-464326;hypernym=pl-470635;hypernym=wn31-13618523-n,TRUE,FALSE,,
pl-431175,"##D: a lightweight, precast, concrete building material invented in the mid-1920s that simultaneously provides structure, insulation, and fire- and mold-resistance. [##W: Better thermal efficiency of AAC makes it suitable for use in areas with extreme temperature as it eliminates need for separate materials for construction and insulation leading to faster construction and savings.] {##L: http://en.wikipedia.org/wiki/Autoclaved_aerated_concrete}",autoclaved concrete;autoclaved aerated concrete;porous concrete;autoclaved lightweight concrete;autoclaved cellular concrete;AAC,n,hyponym=wn31-14844350-n;hypernym=pl-434108,TRUE,FALSE,,
pl-463236,##D: an algorithm that implements classification. [##W: Classifier performance depends greatly on the characteristics of the data to be classified.],classifier,n,hyponym=wn31-05855965-n;hypernym=pl-463237;has_domain_topic=pl-463238;hypernym=pl-463243,TRUE,FALSE,,
pl-407558,"##D: measuring how many people are in an audience. [##W: The world's largest audience measurement conference, AM X.0, is presented annually by the Advertising Research Foundation.] {##L: http://en.wikipedia.org/wiki/Audience_measurement}",audience measurement,n,hyponym=wn31-00998911-n;holo_part=pl-407593;holo_part=wn31-08239492-n;holo_part=wn31-08239671-n,TRUE,FALSE,,
pl-461567,"##D: an electronic device that reduces the dynamic range of an audio signal. [##W: The signal entering a compressor is split, one copy sent to a variable-gain amplifier and the other to a side-chain where a circuit controlled by the signal level applies the required gain to an amplifier stage.]",compressor,n,hyponym=wn31-03282682-n;mero_part=pl-446138,TRUE,FALSE,,
pl-459779,"##D: a type of fortification, like a hornwork, but consisting of a full bastion with the walls on either side ending in half-bastions from which longer flank walls run back towards the main fortress. [##W: The crownwork was used to extend the fortified area in a particular direction often in order to defend a bridge, prevent the enemy occupying an area of high ground, or simply strengthen the overall fortifications in the expected direction of attack.] {##L: https://en.wikipedia.org/wiki/Crownwork}",crownwork,n,hyponym=wn31-03390403-n;holo_part=pl-459760;holo_part=pl-459781,TRUE,FALSE,,
pl-463583,"##D: an organic compound containing two carboxyl functional groups (-COOH). [##W: The most widely used dicarboxylic acid in the industry is adipic acid, which is a precursor used in the production of nylon.] {##L: https://en.wikipedia.org/wiki/Dicarboxylic_acid}",dicarboxylic acid,n,hypernym=pl-419097;hypernym=wn31-15092143-n;hypernym=pl-407416;hypernym=pl-410254;hypernym=pl-410265;hypernym=pl-410272;hypernym=pl-410290;hypernym=pl-410293;hypernym=pl-418700;hyponym=wn31-14763539-n;hypernym=wn31-14995581-n;hypernym=wn31-14995311-n;hypernym=wn31-14764040-n;hypernym=wn31-14970562-n;hypernym=wn31-14640359-n;hypernym=pl-406116;hypernym=wn31-14763913-n;hypernym=wn31-14900217-n;hypernym=wn31-15007595-n;hypernym=wn31-14636495-n;hypernym=wn31-14640470-n,TRUE,FALSE,,
pl-442169,"##D: the totality of all of the industries involved with the design, manufacture, construction, and maintenance of wind turbines. [##W: The wind power industry is currently undergoing a period of rapid globalization and consolidation, with much of the recent wind farm development occurring outside the older established markets.] {##L: http://en.wikipedia.org/wiki/Wind_power_industry}",wind power industry,n,hyponym=wn31-08082070-n;mero_part=pl-442166;holo_member=wn31-04594047-n,FALSE,TRUE,,Remove incoming link
pl-449357,"##D: a film genre concerned with warfare, typically about naval, air, or land battles in the twentieth century, with combat scenes central to the drama. [##W: Nations such as China, Indonesia, Russia and Japan have their own traditions of war film, centred on their own revolutionary wars but taking varied forms, from action and historical drama to wartime romance.] {##L: https://en.wikipedia.org/wiki/War_film}",war film;war movie,n,hyponym=wn31-06626039-n;hypernym=pl-449360,FALSE,TRUE,,
pl-443187,"##D: a type of ship invented and used by the Vikings for trade, commerce, exploration, and warfare during the Viking Age. [##W: The longships had two methods of propulsion: oars and sail.] {##L: http://en.wikipedia.org/wiki/Longship}",longship,n,hyponym=wn31-04201332-n;hypernym=pl-443189;hypernym=pl-443192;hypernym=pl-443193,TRUE,FALSE,,
pl-414434,##D: Ammonal is an explosive made up of ammonium nitrate and aluminum powder. [##W: Ammonal used for military mining purposes was generally contained within metal cans or rubberised bags to prevent moisture ingress problems.] {##L: http://en.wikipedia.org/wiki/Ammonal},ammonal,n,hyponym=wn31-03310080-n;hypernym=pl-433315,TRUE,FALSE,,
pl-459309,"##D: Blowback is a system of operation for self-loading firearms that obtains energy from the motion of the cartridge case as it is pushed to the rear by expanding gases created by the ignition of the propellant charge. [##W: In most actions that use blowback operation, the breech is not locked mechanically at the time of firing: the inertia of the bolt and recoil spring(s), relative to the weight of the bullet, delays opening of the breech until the bullet has left the barrel] {##L: https://en.wikipedia.org/wiki/Blowback_%28firearms%29}",blowback,n,hypernym=pl-459311;hyponym=pl-459306,TRUE,FALSE,,
pl-459774,##D: an element of the trace italienne system of fortification that consists of a pair of demi-bastions. [##W: The hornwork was used to extend the fortified area in a particular direction to prevent the enemy occupying an area of high ground or simply strengthen the overall fortifications in the expected direction of attack.] {##L: https://en.wikipedia.org/wiki/Hornwork},hornwork,n,hyponym=wn31-03390403-n;holo_part=pl-459760,TRUE,FALSE,,
pl-462040,##D: a sowing device that precisely positions seeds in the soil and then covers them. [##W: A seed drill can be pulled across the field using bullocks or a tractor.] {##L: https://en.wikipedia.org/wiki/Seed_drill},seed drill;sowing machine,n,hyponym=wn31-03742461-n;hypernym=pl-462042;hyponym=wn31-03327885-n,FALSE,TRUE,,Also reject pl-462042
pl-408453,"##D: the locative boundary of a certain linguistic feature, such as the pronunciation of a vowel, the meaning of a word, or use of some syntactic feature. [##P: A major isogloss in American English has been identified as the North-Midland isogloss, which demarcates numerous linguistic features, including the Northern Cities vowel shift.] {##L: http://en.wikipedia.org/wiki/Isogloss}",heterogloss;isogloss,n,hyponym=wn31-08607357-n;hypernym=pl-408452;hypernym=pl-419683,TRUE,FALSE,,
pl-464890,"##D: furniture pieces designed to comfortably and aesthetically provide a working surface and house or conceal office equipment including computers, peripherals and cabling for office and home-office users. [##W: The ergonomic desk originated with the beginning of the field of human factors or ergonomics after World War II.] {##L: https://en.wikipedia.org/wiki/Computer_desk}",computer desk;ergonomic desk,n,hyponym=wn31-03184367-n;holo_part=pl-464884,FALSE,TRUE,,Remove incoming
pl-463840,##D: a synchrotron-based particle accelerator for protons at the Joint Institute for Nuclear Research in Dubna that was operational from 1957 to 2003.,Synchrophasotron,n,instance_hyponym=pl-461156,FALSE,TRUE,,Remove incoming
pl-425047,"##D: an electronic device that alters how a musical instrument or other audio source sounds. [##W: Guitarists derive their signature sound or ""tone"" from their choice of instrument, pickups, effects units, and guitar amp.] {##L: http://en.wikipedia.org/wiki/Effects_unit}",effects unit,n,hyponym=wn31-03282682-n;hypernym=pl-425049;hypernym=pl-448673;hypernym=pl-448674;hypernym=pl-461073,TRUE,FALSE,,
pl-447045,"##D: a philosophical movement opposing mid-19th century materialism and idealism, developing from Kant's epistemology, considering the thing-in-itself as a borderline concept and emphasizing normative considerations in ethics and jurisprudence. [##P: Fischer was earlier involved in a dispute with the Aristotelian Friedrich Adolf Trendelenburg concerning the interpretation of the results of the Transcendental Aesthetic, a dispute that prompted Hermann Cohen's 1871 seminal work Kants Theorie der Erfahrung, a book often regarded as the foundation of 20th century neo-Kantianism.]",neo-Kantianism,n,hypernym=pl-447044;hyponym=wn31-05952149-n,TRUE,FALSE,,
pl-465316,"##D: a rig on a sailing vessel that consists of a foresail, such as a jib or genoa sail, that does not reach all the way to the top of the mast. [##W: Fractional rigs were introduced on race boats in order to allow more controllability of the surface of the main sail and also less drag during tacking.] {##L: https://en.wikipedia.org/wiki/Fractional_rig}",fractional rig,n,hyponym=wn31-04098359-n;holo_part=pl-465310,TRUE,FALSE,,
pl-407420,"##D: a chemical compound with the formula H2SeO3. [##W: Selenous acid is analogous to sulfurous acid, but it is more readily isolated.] {##L: http://en.wikipedia.org/wiki/Selenous_acid}",selenious acid;selenous acid,n,mero_substance=pl-422163;hyponym=wn31-14996918-n;mero_substance=pl-420837,TRUE,FALSE,,
pl-433407,"##D: a type of safety glass processed by controlled thermal or chemical treatments to increase its strength compared with normal glass. [##W: As a result of its safety and strength, toughened glass is used in a variety of demanding applications, including passenger vehicle windows, shower doors, architectural glass doors and tables, refrigerator trays, as a component of bulletproof glass, for diving masks, and various types of plates and cookware.] {##L: http://en.wikipedia.org/wiki/Toughened_glass}",toughened glass;tempered glass,n,hyponym=wn31-14906521-n;hypernym=pl-433411,FALSE,TRUE,,remove hyponym
pl-447870,"##D: A personal information manager (often referred to as a PIM tool or, more simply, a PIM) is a type of application software that functions as a personal organizer. [##W: As an information management tool, a PIM tool's purpose is to facilitate the recording, tracking, and management of certain types of ""personal information"".] {##L: http://en.wikipedia.org/wiki/Personal_information_manager}",PIM tool;personal information manager;PIM,n,instance_hypernym=pl-447866;hyponym=wn31-06581154-n;instance_hypernym=pl-447875;instance_hypernym=pl-447876,TRUE,FALSE,,
pl-459818,"##D: A hydraulic motor is a mechanical actuator that converts hydraulic pressure and flow into torque and angular displacement (rotation). [##W: Conceptually, a hydraulic motor should be interchangeable with a hydraulic pump because it performs the opposite function - similar to the way a DC electric motor is theoretically interchangeable with a DC electrical generator.] {##L: https://en.wikipedia.org/wiki/Hydraulic_motor}",hydraulic motor,n,hypernym=pl-459819;hyponym=wn31-02681238-n;hyponym=wn31-03795479-n;hypernym=pl-459828;hypernym=pl-459909,TRUE,FALSE,,
pl-439309,"##D: 

The arthropod leg is a form of jointed appendage of arthropods, usually used for walking. [##W: Many of the terms used for arthropod leg segments (called podomeres) are of Latin origin, and may be confused with terms for bones: coxa (meaning hip, plural coxae), trochanter (compare trochanter), femur (plural femora), tibia (plural tibiae), tarsus (plural tarsi), ischium (plural ischia), metatarsus, carpus, dactylus (meaning finger), patella (plural patellae).] {##L: http://en.wikipedia.org/wiki/Arthropod_leg}",arthropod leg,n,hypernym=pl-436093;hypernym=pl-436092;hyponym=wn31-02466958-n,FALSE,TRUE,,remove incoming
pl-442660,"##D: a space exploration vehicle (rover) designed to move across the surface of the Moon. [##W: Scarab is a new generation lunar rover designed to assist astronauts, take rock and mineral samples, and explore the lunar surface.] {##L: http://en.wikipedia.org/wiki/Lunar_rover}",Moon rover;lunar rover,n,hyponym=wn31-04531608-n;hypernym=pl-442662,FALSE,TRUE,,remove hyponym
pl-465669,"##D: any of a class of organic compounds sharing a common functional group characterized by a nitrogen to nitrogen covalent bond with 4 substituents with at least one of them being an acyl group. [##W: The general structure for a hydrazide is E(=O)-NR-NR2, where the R's are frequently hydrogens.] {##L: https://en.wikipedia.org/wiki/Hydrazide}",hydrazide,n,hypernym=pl-410328;hypernym=pl-424129;hyponym=wn31-14751849-n,TRUE,FALSE,,
pl-460927,"##D: a word that is treated in pronunciation as forming a part of a neighboring word and that is often unaccented or contracted. [##P: Most languages can adopt theme-rheme structure idiosyncratically — as for English, we often use as for theme constructions — but topic-prominent languages use systematic changes in syntax or even dedicated morpological elements such as the Japanese clitic particle -wa to mark themes and to set them apart from rhemes.]",clitic,n,hyponym=wn31-06317223-n;hypernym=pl-463696,TRUE,FALSE,,
pl-459652,"##D: An induction or asynchronous motor is an AC electric motor in which the electric current in the rotor needed to produce torque is obtained by electromagnetic induction from the magnetic field of the stator winding. [##W: An induction motor therefore does not require mechanical commutation, separate-excitation or self-excitation for all or part of the energy transferred from stator to rotor, as in universal, DC and large synchronous motors.] {##L: https://en.wikipedia.org/wiki/Induction_motor}",asynchronous motor;induction motor,n,hyponym=wn31-03277972-n;hypernym=pl-459654;hypernym=pl-462544,TRUE,FALSE,,
pl-445822,"##D: a type of small- or medium-sized warship that carried armor in the same way as an armored cruiser: a protective belt and deck. [##W: After 1930, most naval powers concentrated on building light cruisers since they had already built up to the maximum limitations allowed under the Washington treaty.] {##L: http://en.wikipedia.org/wiki/Light_cruiser}",light cruiser,n,hyponym=wn31-03145551-n;hypernym=pl-445819,TRUE,FALSE,,
pl-448181,"##D: a film that focuses on the lives of criminals. [##W: The stylistic approach to a crime film varies from realistic portrayals of real-life criminal figures, to the far-fetched evil doings of imaginary arch-villains.] {##L: http://en.wikipedia.org/wiki/Crime_film}",crime film;crime movie,n,hyponym=wn31-06626039-n;hypernym=pl-449145;hypernym=pl-449173,FALSE,TRUE,,remove hyponym
pl-440601,"##D: Parental leave or family leave is an employee benefit available in almost all countries that provides paid time off work to care for a child or make arrangements for the child's welfare. [##W: The terms ""parental leave"" and ""family leave"" include maternity, paternity, and adoption leave.] {##L: http://en.wikipedia.org/wiki/Parental_leave}",family leave;parental leave,n,hypernym=pl-440631;hyponym=wn31-15164090-n;hypernym=pl-440807,TRUE,FALSE,,
pl-409702,"##D: an organic compound that is widely used as a flavoring substance. [##W: Anethole is an aromatic, unsaturated ether related to lignols.] {##L: http://en.wikipedia.org/wiki/Anethole}",anethole;anise camphor,n,hyponym=wn31-14733263-n;mero_substance=pl-434747,TRUE,FALSE,,
pl-463055,##D: a monosaccharide with seven carbon atoms. {##L: https://en.wikipedia.org/wiki/Heptose},heptose,n,hyponym=wn31-14978423-n;hypernym=pl-463056,TRUE,FALSE,,
pl-462184,"##D: a tool consisting of a number of fine abrasive slips held in a machine head, rotated and reciprocated to impart a smooth finish to cylinder bores, etc.",hone,n,mero_part=pl-462183;hyponym=wn31-04459089-n,TRUE,FALSE,,
pl-450118,"##D: An optical lens that darkens on exposure to specific types of light of sufficient intensity, most commonly ultraviolet (UV) radiation. [##W: Typically, photochromic lenses darken substantially in response to UV light in less than one minute, and continue to darken a little more over the next fifteen minutes.] {##L: https://en.wikipedia.org/wiki/Photochromic_lens}",photochromic lens,n,hyponym=wn31-03661810-n,FALSE,TRUE,,remove hyponym
pl-440987,"##D: Any of a family of curves defined as the locus of points p, such that each p is on a line that passes through a given fixed point P and intersects a given curve, C, and the distance from p to the point of intersection with C is a specified constant (note that for nontrivial cases two such points p satisfy the criteria, and the resultant curve has two parts). [##P: If you consider a point on a radius of the rolling curve in generating a cardioid that is not on its circumference, the result is a conchoid called the limaçon of Pascal.]",conchoid,n,hyponym=wn31-13890262-n;hypernym=pl-440988,TRUE,FALSE,,
pl-462410,"##D: a press in which pressure is exerted by means of a screw. [##P: The screw press was first invented and used by the Romans in the first century AD, primarily in wine and olive oil production.] {##L: https://en.wikipedia.org/wiki/Screw_press}",screw press,n,hyponym=wn31-04006350-n;hypernym=pl-462411,TRUE,FALSE,,
pl-449923,"##D: A small flat pads made of cotton, used for medical or cosmetic purposes. [##P: The easiest way of removing nail polish is to soak a cotton pad in nail polish remover and let it sit on the nail for one minute.] {##L: https://en.wikipedia.org/?title=Cotton_pad}",cotton pad,n,hypernym=pl-449922;hyponym=wn31-04454577-n,FALSE,TRUE,,remove hyponym
pl-435384,"##D: a mechanical piece of climbing equipment used to control a rope during belaying, designed to improve belay safety for the climber by allowing the belayer to manage their duties with minimal physical effort. [##W: Belay devices usually attach to the harness of the belayer via a carabiner, and are usually made of aluminium or an alloy.] {##L: http://en.wikipedia.org/wiki/Belay_device}",belay device,n,hyponym=pl-435347;hypernym=pl-435386;hypernym=pl-435387;hypernym=pl-435392;hypernym=pl-435395,FALSE,TRUE,,duplicate=ewn-09241401-n
pl-447994,"##D: road signs which are used to set the obligations of all traffic which use a specific area of road. [##W: The mandatory sign group is not used in Australia, Ecuador, or the United States, none of which are signatories to the Vienna Convention.] {##L: http://en.wikipedia.org/wiki/Mandatory_sign}",mandatory sign,n,hyponym=pl-447987;hypernym=pl-470663,FALSE,TRUE,,"hypernym of pl-470663 to ewn-06806967-n, 'road sign' as new element of this synset"
pl-440641,"##D: The breeding season is the most suitable season, usually with favourable conditions and abundant food and water, for breeding. [##W: The Passenger pigeon is a famous example of probably the most numerous land bird on the American continent which had evolved for communal breeding that went extinct due to large scale hunting in its communal breeding grounds during the breeding season and its inability to breed in smaller numbers.] {##L: http://en.wikipedia.org/wiki/Seasonal_breeder#Breeding_Season}",breeding season;mating season,n,hypernym=pl-442225;hypernym=pl-441030;hyponym=wn31-15264376-n,TRUE,FALSE,,
pl-467774,"##D: the common name for the resinous, partially combusted particulate matter produced by the burning of tobacco and other plant material in the act of smoking. [##W: There is a common misconception that the tar in cigarettes is equivalent to the tar used on roads.] {##L: https://en.wikipedia.org/wiki/Tar_%28tobacco_residue%29}",tar,n,hyponym=wn31-14935855-n,FALSE,TRUE,,remove incoming
pl-426896,"##D: The use of electroreception to locate surrounding objects. [##P: Sharks and rays (members of the subclass Elasmobranchii), such as the lemon shark, rely heavily on electrolocation in the final stages of their attacks, as can be demonstrated by the robust feeding response elicited by electric fields similar to those of their prey.]",electrolocation,n,hyponym=wn31-05685585-n;hypernym=pl-426900;hypernym=pl-426902,TRUE,FALSE,,
pl-429523,"##D: any of a group of isomers in which atoms are linked in the same order but differ in their spatial arrangement. [##W: A configurational stereoisomer is a stereoisomer of a reference molecule that has the opposite configuration at a stereocenter (e.g., R- vs S- or E- vs Z-).] {##L: http://en.wikipedia.org/wiki/Stereoisomerism}",stereoisomer,n,hyponym=wn31-14948326-n;hypernym=pl-429524;hypernym=pl-429525,TRUE,FALSE,,
pl-449165,"##D: a motion picture whose storyline involves fast-paced activity and conflict, usually including such elements as a heroic protagonist, violent fights, acrobatic stunts, chase scenes, and gunplay. [##P: Reactions to action films containing significant amounts of CGI have been mixed as films that use computer animations to create unrealistic, highly unbelievable events are often met with criticism.] {##L: https://en.wikipedia.org/wiki/Action_film}",action film;action movie,n,hyponym=wn31-06626039-n;hypernym=pl-449159,FALSE,TRUE,,remove hyponym
pl-459618,"##D: a shelter for humans or domesticated animals and livestock based on a hole or depression dug into the ground; can be fully recessed into the earth, with a flat roof covered by ground, semi-recessed, with a constructed wood or sod roof standing out, or dug into a hillside. [##P: Dugouts are one of the most ancient types of human housing known to archeologists, and the same methods have evolved into modern ""earth shelter"" technology.] {##L: https://en.wikipedia.org/wiki/Dugout_(shelter)}",pithouse;dugout;pit-house;dug-out,n,hyponym=wn31-04198638-n;hyponym=wn31-03264208-n;hypernym=pl-459622;hypernym=pl-459623,TRUE,FALSE,,
pl-410097,"##D: the units of measure to measure the quantity and traffic of transportation used in transportation statistics, planning, and their related fields. {##L: http://en.wikipedia.org/wiki/Units_of_transportation_measurement}",unit of transportation measurement,n,hyponym=wn31-13604927-n;hypernym=pl-410103;hypernym=pl-411400;hypernym=pl-414783,FALSE,TRUE,,change hypernym to wn31-13604927-n
pl-459470,"##D: An injector, ejector, steam ejector, steam injector, eductor-jet pump or thermocompressor is a type of pump. [##W: Depending on the specific application, an injector can take the form of an eductor-jet pump, a water eductor, a vacuum ejector, a steam-jet ejector, or an aspirator.] {##L: https://en.wikipedia.org/wiki/Injector}",thermocompressor;eductor-jet pump;ejector;injector;steam ejector;steam injector,n,hyponym=wn31-04028192-n;hypernym=pl-463467,TRUE,FALSE,,
pl-441165,"##D: a market in which people and entities can trade financial securities, commodities, and other fungible items of value at low transaction costs and at prices that reflect supply and demand. [##W: Financial markets attract funds from investors and channel them to corporations—they thus allow corporations to finance their operations and achieve growth.] {##L: http://en.wikipedia.org/wiki/Financial_market}",financial market,n,hypernym=pl-441167;hypernym=pl-436028;hypernym=pl-436521;hypernym=pl-441164;hyponym=wn31-08089673-n;hypernym=wn31-08090437-n,FALSE,TRUE,,remove hyponym
pl-422125,"##D: a logarithmic unit which measures information or entropy, based on base 10 logarithms and powers of 10. [##W: The ban pre-dates Shannon's use of bit as a unit of information by at least eight years, and remains in use in the early 21st Century.] {##L: http://en.wikipedia.org/wiki/Ban_(unit)}",Hart;hartley;ban;dit,n,hyponym=wn31-13604927-n;holo_part=pl-422130,TRUE,FALSE,,
