Tags,Key,Link,Lemmas,Old Definition,New Definition,Reason for Change,Accept,Defer,Reject
[DIFF] [DUP],ewn-00047401-r,https://en-word.net/id/ewn-00047401-r,"inordinately, extraordinarily",extremely,to a surprising degree,Not unique (Shared among 00003846-r 00025144-r 00046449-r 00046639-r 00046863-r 00132532-r 00182199-r 00196540-r 00349967-r 00429274-r 00444324-r 00452412-r 00466652-r 00494756-r 00495446-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00050548-n,https://en-word.net/id/ewn-00050548-n,entree,the act of entering,the act or manner of entering,Not unique (Shared among 00049003-n 00049789-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00051791-s,https://en-word.net/id/ewn-00051791-s,competent,adequate for the purpose,satisfactory for the purpose,Not unique (Shared among 00051571-a 01020709-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00054973-r,https://en-word.net/id/ewn-00054973-r,easily,without question,without doubt,Not unique (Shared among 00054435-r 00437576-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00055930-v,https://en-word.net/id/ewn-00055930-v,"fructify, set",bear fruit,produce fruit,Not unique (Shared among 00056188-v 01652731-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00058239-v,https://en-word.net/id/ewn-00058239-v,"whelp, pup",birth,to birth (of a dog),Not unique (Shared among 00058516-v 00058897-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00058571-r,https://en-word.net/id/ewn-00058571-r,"right, flop",exactly,completely,Not unique (Shared among 00009541-r 00058033-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00058651-v,https://en-word.net/id/ewn-00058651-v,"calve, have_young",birth,"to birth (of cows, whales, and any animal that produces young called calves)",Not unique (Shared among 00058516-v 00058897-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00059287-r,https://en-word.net/id/ewn-00059287-r,man-to-man,directly,straightforwardly or frankly,Not unique (Shared among 00058749-r 00277585-r 00452052-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00087740-v,https://en-word.net/id/ewn-00087740-v,catch,contract,come down with,Not unique (Shared among 00087988-v 00476965-v 02036977-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00090922-s,https://en-word.net/id/ewn-00090922-s,dreadful,very unpleasant,"causing suffering, fear or unhappiness",Not unique (Shared among 01802774-a 01803247-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00092045-v,https://en-word.net/id/ewn-00092045-v,"devolve, deteriorate, drop, degenerate",grow worse,grow progressively worse,Not unique (Shared among 00092293-v 00203866-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00093232-r,https://en-word.net/id/ewn-00093232-r,briefly,for a short time,occupying a short time,Not unique (Shared among 00034189-r 00092682-r 00144405-r) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-00097908-r,https://en-word.net/id/ewn-00097908-r,downfield,toward or in the defending team's end of the playing field,in the direction of the defending team's end of the playing field,Not unique (Shared among 00097358-r 02492812-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00099891-r,https://en-word.net/id/ewn-00099891-r,"more, to_a_greater_extent",used to form the comparative of some adjectives and adverbs,"used to form the comparative of some adjectives and adverbs, indicates that the adjective or adverb is more of something",Not unique (Shared among 00099341-r 00099527-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00100077-r,https://en-word.net/id/ewn-00100077-r,"less, to_a_lesser_extent",used to form the comparative of some adjectives and adverbs,"used to form the comparative of some adjectives and adverbs, indicates that the adjective or adverb is less of something",Not unique (Shared among 00099341-r 00099527-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00103874-r,https://en-word.net/id/ewn-00103874-r,"at_first_sight, at_first_glance",immediately,at first perception,Not unique (Shared among 00103324-r 00105162-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00107173-v,https://en-word.net/id/ewn-00107173-v,make,behave in a certain way,behave in a certain manner,Not unique (Shared among 00107369-v 02597601-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00109012-r,https://en-word.net/id/ewn-00109012-r,hell-for-leather,at breakneck speed,extremely fast,Not unique (Shared among 00108244-r 00354938-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00109067-v,https://en-word.net/id/ewn-00109067-v,snuff,inhale audibly through the nose,draw through the nostrils by the act of inhalation,Not unique (Shared among 00007549-v 00109263-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00112352-r,https://en-word.net/id/ewn-00112352-r,"most, to_the_highest_degree",used to form the superlative,"used to form the superlative, greatest in size or degree",Not unique (Shared among 00111609-r 00111758-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00112501-r,https://en-word.net/id/ewn-00112501-r,"least, to_the_lowest_degree",used to form the superlative,"used to form the superlative, smallest in size or degree",Not unique (Shared among 00111609-r 00111758-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00113022-r,https://en-word.net/id/ewn-00113022-r,globally,throughout the world,worldwide,Not unique (Shared among 00112279-r 00128882-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00126365-r,https://en-word.net/id/ewn-00126365-r,realistically,in a realistic manner,in a manner that closely resembles the original object,Not unique (Shared among 00125481-r 00215517-r 00428722-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00131590-s,https://en-word.net/id/ewn-00131590-s,"ante_meridiem, a.m.",before noon,before twelve noon,Not unique (Shared among 00251304-r 00130412-a 00130518-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00131668-a,https://en-word.net/id/ewn-00131668-a,postmeridian,after noon,after midday,Not unique (Shared among 00130596-a 00130701-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00133342-r,https://en-word.net/id/ewn-00133342-r,"infernally, hellishly",extremely,diabolically,Not unique (Shared among 00003846-r 00025144-r 00046449-r 00046639-r 00046863-r 00132532-r 00182199-r 00196540-r 00349967-r 00429274-r 00444324-r 00452412-r 00466652-r 00494756-r 00495446-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00134740-s,https://en-word.net/id/ewn-00134740-s,"mouth-watering, savory, savoury",pleasing to the sense of taste,having a pleasant taste,Not unique (Shared among 00133669-a 02395115-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00145441-r,https://en-word.net/id/ewn-00145441-r,"awhile, for_a_while",for a short time,for a brief period,Not unique (Shared among 00034189-r 00092682-r 00144405-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00151061-r,https://en-word.net/id/ewn-00151061-r,actually,at the present moment,at present,Not unique (Shared among 00049220-r 00150003-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00153015-r,https://en-word.net/id/ewn-00153015-r,"all_of_a_sudden, all_at_once",without warning,suddenly,Not unique (Shared among 00151957-r 00171543-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00153344-r,https://en-word.net/id/ewn-00153344-r,from_start_to_finish,completely,thoroughly,Not unique (Shared among 00009373-r 00152286-r 00205125-r 00285854-r 00465341-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00153617-r,https://en-word.net/id/ewn-00153617-r,"around_the_clock, for_24_hours, round_the_clock",without stopping,endlessly,Not unique (Shared among 00152559-r 00410620-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00155858-r,https://en-word.net/id/ewn-00155858-r,originally,in an original manner,in an manner suggesting originality,Not unique (Shared among 00154725-r 00304561-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00158495-v,https://en-word.net/id/ewn-00158495-v,bump_up,increase or raise,increase or raise prices,Not unique (Shared among 00158687-v 00497061-v) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-00165665-r,https://en-word.net/id/ewn-00165665-r,hook_line_and_sinker,in every detail,without reservations,Not unique (Shared among 00164466-r 00172020-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00168718-r,https://en-word.net/id/ewn-00168718-r,in_the_same_breath,simultaneously,at the same time21266,Not unique (Shared among 00153261-r 00167702-r) so OMW team changed it,FALSE,FALSE,FALSE
[DIFF] [DUP],ewn-00169345-r,https://en-word.net/id/ewn-00169345-r,"lickety_split, lickety_cut",without delay,at full speed,Not unique (Shared among 00166875-r 00168322-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00172922-v,https://en-word.net/id/ewn-00172922-v,fail,get worse,deteriorate,Not unique (Shared among 00172909-v 00204391-v 00204750-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00179205-v,https://en-word.net/id/ewn-00179205-v,take_off,take away or remove,take away,Not unique (Shared among 00179060-v 01433674-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00183062-r,https://en-word.net/id/ewn-00183062-r,gently,in a gradual manner,gradually,Not unique (Shared among 00107987-r 00181576-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00183685-r,https://en-word.net/id/ewn-00183685-r,positively,extremely,downright,Not unique (Shared among 00003846-r 00025144-r 00046449-r 00046639-r 00046863-r 00132532-r 00182199-r 00196540-r 00349967-r 00429274-r 00444324-r 00452412-r 00466652-r 00494756-r 00495446-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00183802-r,https://en-word.net/id/ewn-00183802-r,"excellently, magnificently, splendidly, famously",extremely well,wonderfully,Not unique (Shared among 00182316-r 00183090-r 00226054-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00184576-r,https://en-word.net/id/ewn-00184576-r,"wonderfully, wondrous, wondrously, superbly, toppingly, marvellously, terrifically, marvelously",extremely well,excellently,Not unique (Shared among 00182316-r 00183090-r 00226054-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00190641-r,https://en-word.net/id/ewn-00190641-r,intellectually,in an intellectual manner,of or relating to the intellect,Not unique (Shared among 00133413-r 00189129-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00192093-r,https://en-word.net/id/ewn-00192093-r,irregularly,in an irregular manner,in a manner not adhering to established rule or practice,Not unique (Shared among 00190581-r 00195185-r 00331697-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00196734-r,https://en-word.net/id/ewn-00196734-r,universally,everywhere,in every case,Not unique (Shared among 00026061-r 00195342-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00197952-r,https://en-word.net/id/ewn-00197952-r,"enormously, tremendously, hugely, staggeringly",extremely,vastly,Not unique (Shared among 00003846-r 00025144-r 00046449-r 00046639-r 00046863-r 00132532-r 00182199-r 00196540-r 00349967-r 00429274-r 00444324-r 00452412-r 00466652-r 00494756-r 00495446-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00199225-v,https://en-word.net/id/ewn-00199225-v,mitigate,make less severe or harsh,to temper,Not unique (Shared among 00198850-v 01058036-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00203298-v,https://en-word.net/id/ewn-00203298-v,"chasten, moderate, temper",restrain,check or curb,Not unique (Shared among 00202934-v 00235763-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00204753-v,https://en-word.net/id/ewn-00204753-v,"slip, drop_off, drop_away, fall_away",get worse,fall to a lower standard,Not unique (Shared among 00172909-v 00204391-v 00204750-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00205112-v,https://en-word.net/id/ewn-00205112-v,suffer,get worse,get worse in quality,Not unique (Shared among 00172909-v 00204391-v 00204750-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00205553-r,https://en-word.net/id/ewn-00205553-r,"incorrectly, wrongly, wrong",in an inaccurate manner,in an incorrect manner,Not unique (Shared among 00204125-r 00204643-r 00338292-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00211822-v,https://en-word.net/id/ewn-00211822-v,"dehydrate, desiccate",remove water from,cause to lose water,Not unique (Shared among 00211396-v 00366547-v) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-00213902-r,https://en-word.net/id/ewn-00213902-r,"ever, ever_so",very,very much so,Not unique (Shared among 00032803-r 00112009-r 00212604-r) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-00214493-r,https://en-word.net/id/ewn-00214493-r,half-and-half,in equal parts,in equal proportions,Not unique (Shared among 00213195-r 00891468-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00220805-r,https://en-word.net/id/ewn-00220805-r,"pleasantly, cheerily, sunnily",in a cheerful manner,in a good-humoured manner,Not unique (Shared among 00219325-r 00230749-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00228639-r,https://en-word.net/id/ewn-00228639-r,"properly_speaking, strictly_speaking, to_be_precise",in actual fact,precisely,Not unique (Shared among 00149510-r 00227023-r) so OMW team changed it,FALSE,TRUE,FALSE
[DIFF] [DUP],ewn-00230031-v,https://en-word.net/id/ewn-00230031-v,"enhance, heighten, raise",increase,increase the level of,Not unique (Shared among 00229605-v 01975912-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00230033-r,https://en-word.net/id/ewn-00230033-r,ineptly,in an infelicitous manner,in a maladroit manner,Not unique (Shared among 00228417-r 00339451-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00240008-r,https://en-word.net/id/ewn-00240008-r,"pityingly, compassionately",in a compassionate manner,in a sympathetic manner,Not unique (Shared among 00192866-r 00238281-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00245660-r,https://en-word.net/id/ewn-00245660-r,"unofficially, on_the_side",without official authorization,without official approval,Not unique (Shared among 00244201-r 01634199-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00247412-r,https://en-word.net/id/ewn-00247412-r,artfully,in an artful manner,in a manner exhibiting art or skill,Not unique (Shared among 00245953-r 00293926-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00252677-v,https://en-word.net/id/ewn-00252677-v,derive,come from,obtain from a particular source,Not unique (Shared among 00251791-v 02627666-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00252773-r,https://en-word.net/id/ewn-00252773-r,"ante_meridiem, A.M.",before noon,before 12 noon,Not unique (Shared among 00251304-r 00130412-a 00130518-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00256795-r,https://en-word.net/id/ewn-00256795-r,"semiannually, biyearly",twice a year,once every half a year,Not unique (Shared among 00255315-r 00279174-r) so OMW team changed it,FALSE,TRUE,FALSE
[DIFF] [DUP],ewn-00259685-r,https://en-word.net/id/ewn-00259685-r,"gratis, for_free, free_of_charge",without payment,without charge,Not unique (Shared among 00258175-r 02521183-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00260899-r,https://en-word.net/id/ewn-00260899-r,"off-hand, ex_tempore",without preparation,without previous consideration,Not unique (Shared among 00169195-r 00259467-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00280592-v,https://en-word.net/id/ewn-00280592-v,"bleach, bleach_out, decolor, decolour, decolorize, decolourize, decolorise, decolourise, discolorize, discolourise, discolorise",remove color from,cause to become white or lighter in color,Not unique (Shared among 00279822-v 00524530-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00281857-r,https://en-word.net/id/ewn-00281857-r,"bestially, brutishly, in_a_beastly_manner",in an inhumane manner,in the manner of a beast,Not unique (Shared among 00280427-r 00359438-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00287169-r,https://en-word.net/id/ewn-00287169-r,"clear, all_the_way",completely,entirely,Not unique (Shared among 00009373-r 00152286-r 00205125-r 00285854-r 00465341-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00290403-r,https://en-word.net/id/ewn-00290403-r,brotherly,in a brotherly manner,in a manner characteristic of a brother,Not unique (Shared among 00289088-r 00345070-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00292590-r,https://en-word.net/id/ewn-00292590-r,cum_laude,with honor,with distinction,Not unique (Shared among 00291276-r 00315457-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00292635-v,https://en-word.net/id/ewn-00292635-v,"light, illume, illumine, light_up, illuminate",make lighter or brighter,introduce light into,Not unique (Shared among 00291873-v 00312815-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00293434-v,https://en-word.net/id/ewn-00293434-v,"mutilate, mangle, cut_up",destroy or injure severely,damage or injure severely,Not unique (Shared among 00090708-v 00292672-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00293663-r,https://en-word.net/id/ewn-00293663-r,"consecutive, sequentially",in a consecutive manner,in a sequential manner,Not unique (Shared among 00020142-r 00292349-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00295240-r,https://en-word.net/id/ewn-00295240-r,"craftily, cunningly, foxily, knavishly, slyly, trickily, artfully",in an artful manner,"in an subtle, cunning manner",Not unique (Shared among 00245953-r 00293926-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00295901-v,https://en-word.net/id/ewn-00295901-v,"season, harden",make fit,make healthy,Not unique (Shared among 00295120-v 00300537-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00296016-r,https://en-word.net/id/ewn-00296016-r,consequentially,having consequence,having the result that,Not unique (Shared among 00294702-r 05169242-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00300019-r,https://en-word.net/id/ewn-00300019-r,"decisively, resolutely",with firmness,with firmness of purpose,Not unique (Shared among 00091964-r 00298765-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00305669-r,https://en-word.net/id/ewn-00305669-r,daintily,in a delicate manner,in a manner suggestive of delicate beauty or grace,Not unique (Shared among 00102463-r 00304283-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00308075-r,https://en-word.net/id/ewn-00308075-r,offensively,in an aggressive manner,aggressively,Not unique (Shared among 00049947-r 00306682-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00314513-v,https://en-word.net/id/ewn-00314513-v,"obscure, bedim, overcloud",make obscure or unclear,make unintelligible or unclear,Not unique (Shared among 00313712-v 00940214-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00319894-r,https://en-word.net/id/ewn-00319894-r,disproportionately,out of proportion,in a manner which is out of proportion,Not unique (Shared among 00318501-r 00483048-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00324586-r,https://en-word.net/id/ewn-00324586-r,dumbly,in an inarticulate manner,mutely,Not unique (Shared among 00268464-r 00323193-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00324708-r,https://en-word.net/id/ewn-00324708-r,"dumbly, densely, obtusely",in a stupid manner,stupidly or insensitively,Not unique (Shared among 00175344-r 00323315-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00325863-r,https://en-word.net/id/ewn-00325863-r,westerly,toward the west,in a westward direction,Not unique (Shared among 00324022-r 00324470-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00333090-r,https://en-word.net/id/ewn-00333090-r,irregularly,in an irregular manner,in an uneven or spasmodic manner,Not unique (Shared among 00190581-r 00195185-r 00331697-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00333384-r,https://en-word.net/id/ewn-00333384-r,"irregularly, on_an_irregular_basis",in an irregular manner,"in an inconstant manner, not according to fixed rate or schedule",Not unique (Shared among 00190581-r 00195185-r 00331697-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00340016-r,https://en-word.net/id/ewn-00340016-r,faultily,in an inaccurate manner,in a mistaken manner,Not unique (Shared among 00204125-r 00204643-r 00338292-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00347587-r,https://en-word.net/id/ewn-00347587-r,"frighteningly, scarily",in an alarming manner,in a terrifying manner,Not unique (Shared among 00005674-r 00345791-r 00505744-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00348618-r,https://en-word.net/id/ewn-00348618-r,gamely,in a plucky manner,in an intrepid manner,Not unique (Shared among 00346822-r 00426877-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00349906-r,https://en-word.net/id/ewn-00349906-r,"gladly, lief, fain",in a willing manner,with pleasure,Not unique (Shared among 00305283-r 00348110-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00351763-r,https://en-word.net/id/ewn-00351763-r,"goddam, goddamn, goddamned",extremely,"expressing anger, despair, frustration, approval, or surprise",Not unique (Shared among 00003846-r 00025144-r 00046449-r 00046639-r 00046863-r 00132532-r 00182199-r 00196540-r 00349967-r 00429274-r 00444324-r 00452412-r 00466652-r 00494756-r 00495446-r) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00352373-v,https://en-word.net/id/ewn-00352373-v,close_out,terminate,to finish off,Not unique (Shared among 00351719-v 00354317-v 00364064-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00354849-v,https://en-word.net/id/ewn-00354849-v,"lift, raise",put an end to,bring to a final point,Not unique (Shared among 00354195-v 01620854-v) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-00356323-r,https://en-word.net/id/ewn-00356323-r,"headlong, headfirst",with the head foremost,with the head before the body,Not unique (Shared among 00354527-r 00203614-a) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00364717-v,https://en-word.net/id/ewn-00364717-v,"interrupt, break",terminate,terminate or end,Not unique (Shared among 00351719-v 00354317-v 00364064-v) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-00378096-r,https://en-word.net/id/ewn-00378096-r,opportunely,at an opportune time,conveniently,Not unique (Shared among 00273752-r 00376266-r) so OMW team changed it,TRUE,FALSE,FALSE
